<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^DJI,D,20110531,000000,12443.40,12611.68,12443.40,12569.79,4696240000,0
^DJI,D,20110601,000000,12569.34,12569.34,12273.41,12290.14,4241090000,0
^DJI,D,20110602,000000,12289.61,12359.31,12171.39,12248.55,3762170000,0
^DJI,D,20110603,000000,12247.87,12247.87,12061.96,12151.26,3505030000,0
^DJI,D,20110606,000000,12151.19,12201.44,12045.76,12089.96,3555980000,0
^DJI,D,20110607,000000,12090.18,12214.46,12055.64,12070.81,3846250000,0
^DJI,D,20110608,000000,12066.50,12145.21,11981.28,12048.94,3970810000,0
^DJI,D,20110609,000000,12049.47,12205.49,12038.49,12124.36,3332510000,0
^DJI,D,20110610,000000,12124.17,12124.17,11912.03,11951.91,3846250000,0
^DJI,D,20110613,000000,11945.33,12066.46,11883.15,11952.97,4132520000,0
^DJI,D,20110614,000000,11951.38,12156.52,11951.38,12076.11,3500280000,0
^DJI,D,20110615,000000,12075.20,12075.20,11841.87,11897.27,4070500000,0
^DJI,D,20110616,000000,11896.13,12023.39,11821.96,11961.52,3846250000,0
^DJI,D,20110617,000000,11962.58,12109.11,11952.55,12004.36,4916460000,0
^DJI,D,20110620,000000,12004.28,12129.54,11942.07,12080.38,3464660000,0
^DJI,D,20110621,000000,12081.33,12248.97,12059.46,12190.01,4056150000,0
^DJI,D,20110622,000000,12189.63,12242.31,12082.43,12109.67,3718420000,0
^DJI,D,20110623,000000,12108.50,12108.50,11841.19,12050.00,4983450000,0
^DJI,D,20110624,000000,12049.24,12082.65,11892.95,11934.58,3665340000,0
^DJI,D,20110627,000000,11934.73,12113.50,11907.71,12043.56,3479070000,0
^DJI,D,20110628,000000,12042.28,12225.89,12042.28,12188.69,3681500000,0
^DJI,D,20110629,000000,12187.63,12311.03,12148.88,12261.42,4347540000,0
^DJI,D,20110630,000000,12262.10,12464.63,12262.10,12414.34,4200500000,0
^DJI,D,20110701,000000,12412.07,12596.13,12404.08,12582.77,3796930000,0
^DJI,D,20110705,000000,12583.00,12642.90,12504.10,12569.87,3722320000,0
^DJI,D,20110706,000000,12562.47,12668.03,12507.84,12626.02,3564190000,0
^DJI,D,20110707,000000,12628.37,12753.89,12628.37,12719.49,4069530000,0
^DJI,D,20110708,000000,12717.90,12717.90,12541.33,12657.20,3594360000,0
^DJI,D,20110711,000000,12655.77,12655.77,12443.40,12505.76,3879130000,0
^DJI,D,20110712,000000,12505.46,12603.77,12423.27,12446.88,4227890000,0
^DJI,D,20110713,000000,12447.33,12635.52,12447.33,12491.61,4060080000,0
^DJI,D,20110714,000000,12492.67,12602.30,12398.94,12437.12,4358570000,0
^DJI,D,20110715,000000,12437.80,12539.21,12374.75,12479.73,4242760000,0
^DJI,D,20110718,000000,12475.11,12475.11,12276.59,12385.16,4118160000,0
^DJI,D,20110719,000000,12385.96,12636.62,12385.96,12587.42,4304600000,0
^DJI,D,20110720,000000,12583.75,12654.37,12499.40,12571.91,3767420000,0
^DJI,D,20110721,000000,12567.14,12794.00,12567.14,12724.41,4837430000,0
^DJI,D,20110722,000000,12724.71,12768.31,12605.59,12681.16,3522830000,0
^DJI,D,20110725,000000,12679.72,12682.97,12509.58,12592.80,35368908800,0
^DJI,D,20110726,000000,12592.12,12618.11,12457.25,12501.30,4007050000,0
^DJI,D,20110727,000000,12498.65,12499.48,12275.38,12302.55,3479040000,0
^DJI,D,20110728,000000,12301.95,12412.48,12200.99,12240.11,4951800000,0
^DJI,D,20110729,000000,12239.28,12262.74,12044.21,12143.24,5061190000,0
^DJI,D,20110801,000000,12144.30,12320.94,11978.55,12132.49,4967390000,0
^DJI,D,20110802,000000,12130.22,12152.96,11857.91,11866.62,1674180000,0
^DJI,D,20110803,000000,11863.89,12152.96,11857.91,11896.44,6446940000,0
^DJI,D,20110804,000000,11893.79,11893.79,11365.74,11383.68,4266530000,0
^DJI,D,20110805,000000,11384.29,11634.04,11126.32,11444.61,5454590000,0
^DJI,D,20110808,000000,11433.93,11433.93,10779.05,10809.85,2615150000,0
^DJI,D,20110809,000000,10810.91,11251.08,10588.55,11239.77,2366660000,0
^DJI,D,20110810,000000,11227.92,11227.92,10662.04,10719.94,5018070000,0
^DJI,D,20110811,000000,10729.85,11286.39,10729.85,11143.31,3685050000,0
^DJI,D,20110812,000000,11143.39,11402.83,11116.29,11269.02,5640380000,0
^DJI,D,20110815,000000,11269.93,11521.73,11269.93,11482.90,4272850000,0
^DJI,D,20110816,000000,11479.12,11479.12,11279.69,11405.93,5071600000,0
^DJI,D,20110817,000000,11392.01,11550.37,11306.18,11410.21,4388340000,0
^DJI,D,20110818,000000,11406.27,11406.27,10830.59,10990.58,3234810000,0
^DJI,D,20110819,000000,10989.60,11099.26,10749.83,10817.65,5167560000,0
^DJI,D,20110822,000000,10820.37,11075.04,10800.09,10854.65,5436260000,0
^DJI,D,20110823,000000,10854.58,11189.14,10837.93,11176.76,5013170000,0
^DJI,D,20110824,000000,11175.70,11345.54,11078.56,11320.71,5315310000,0
^DJI,D,20110825,000000,11321.02,11437.87,11083.41,11149.82,5748420000,0
^DJI,D,20110826,000000,11145.20,11347.50,10922.85,11284.54,5035320000,0
^DJI,D,20110829,000000,11286.58,11568.08,11286.58,11539.25,4228070000,0
^DJI,D,20110830,000000,11532.06,11641.34,11409.87,11559.95,4572570000,0
^DJI,D,20110831,000000,11560.55,11739.39,11512.12,11613.53,5267840000,0
^DJI,D,20110901,000000,11613.30,11733.11,11471.02,11493.57,4780410000,0
^DJI,D,20110902,000000,11492.06,11492.06,11180.66,11240.26,4401740000,0
^DJI,D,20110906,000000,11237.23,11237.23,10890.11,11139.30,5103980000,0
^DJI,D,20110907,000000,11138.01,11432.88,11138.01,11414.86,4441040000,0
^DJI,D,20110908,000000,11414.64,11504.40,11243.59,11295.81,4465170000,0
^DJI,D,20110909,000000,11294.53,11294.53,10919.21,10992.13,4586370000,0
^DJI,D,20110912,000000,10990.01,11082.08,10789.87,11061.12,5168550000,0
^DJI,D,20110913,000000,11054.99,11176.16,10960.99,11105.85,4681370000,0
^DJI,D,20110914,000000,11106.83,11393.75,10986.57,11246.73,4986740000,0
^DJI,D,20110915,000000,11247.64,11460.73,11247.64,11433.18,4479730000,0
^DJI,D,20110916,000000,11433.48,11582.16,11381.79,11509.09,5248890000,0
^DJI,D,20110919,000000,11506.67,11506.67,11228.95,11401.01,4254190000,0
^DJI,D,20110920,000000,11401.39,11581.33,11340.24,11408.66,4315610000,0
^DJI,D,20110921,000000,11408.58,11509.77,11102.52,11124.84,4728550000,0
^DJI,D,20110922,000000,11121.89,11121.89,10572.20,10733.83,6703140000,0
^DJI,D,20110923,000000,10732.77,10844.55,10593.85,10771.48,5639930000,0
^DJI,D,20110926,000000,10771.86,11067.40,10750.40,11043.86,4762830000,0
^DJI,D,20110927,000000,11045.38,11398.21,11045.38,11190.69,5548130000,0
^DJI,D,20110928,000000,11189.10,11344.89,10990.58,11010.90,4787920000,0
^DJI,D,20110929,000000,11012.79,11288.74,10955.43,11153.98,5285740000,0
^DJI,D,20110930,000000,11152.32,11173.36,10892.27,10913.38,4416790000,0
^DJI,D,20111003,000000,10912.02,11008.06,10640.55,10655.30,5670340000,0
^DJI,D,20111004,000000,10650.31,10832.93,10362.26,10808.71,3714670000,0
^DJI,D,20111005,000000,10800.39,10987.82,10682.55,10939.95,2510620000,0
^DJI,D,20111006,000000,10940.03,11147.02,10834.07,11123.33,5098330000,0
^DJI,D,20111007,000000,11123.41,11282.68,11025.93,11103.12,5580380000,0
^DJI,D,20111010,000000,11104.64,11448.50,11104.64,11433.18,4446800000,0
^DJI,D,20111011,000000,11432.57,11491.45,11312.69,11416.30,4424500000,0
^DJI,D,20111012,000000,11417.28,11647.40,11417.28,11518.85,5355360000,0
^DJI,D,20111013,000000,11518.09,11545.26,11338.80,11478.13,4436270000,0
^DJI,D,20111014,000000,11479.04,11681.57,11479.04,11644.49,4116690000,0
^DJI,D,20111017,000000,11643.35,11643.35,11366.73,11397.00,4300700000,0
^DJI,D,20111018,000000,11396.17,11665.45,11396.17,11577.05,4840170000,0
^DJI,D,20111019,000000,11577.62,11696.14,11427.96,11504.62,4846390000,0
^DJI,D,20111020,000000,11502.13,11623.29,11378.16,11541.78,4870290000,0
^DJI,D,20111021,000000,11543.22,11841.04,11620.61,11808.79,4980770000,0
^DJI,D,20111024,000000,11807.96,11985.36,11775.00,11913.62,4309380000,0
^DJI,D,20111025,000000,11912.71,11925.84,11664.09,11706.62,4473970000,0
^DJI,D,20111026,000000,11707.83,11937.23,11676.50,11869.04,4873530000,0
^DJI,D,20111027,000000,11872.14,12299.03,11872.14,12208.55,6367610000,0
^DJI,D,20111028,000000,12207.42,12303.16,12096.66,12231.11,4536690000,0
^DJI,D,20111031,000000,12229.22,12229.29,11943.40,11955.01,4310210000,0
^DJI,D,20111101,000000,11951.61,11951.61,11562.60,11657.96,5645540000,0
^DJI,D,20111102,000000,11658.56,11911.95,11658.56,11836.04,4110530000,0
^DJI,D,20111103,000000,11835.59,12078.42,11828.43,12044.47,4849140000,0
^DJI,D,20111104,000000,12043.41,12043.41,11833.43,11983.24,3830650000,0
^DJI,D,20111107,000000,11982.94,12105.51,11866.73,12068.39,3429740000,0
^DJI,D,20111108,000000,12055.52,12203.48,11982.53,12170.18,3908490000,0
^DJI,D,20111109,000000,12166.32,12166.32,11726.88,11780.94,4659740000,0
^DJI,D,20111110,000000,11779.96,11984.11,11776.63,11893.79,4002760000,0
^DJI,D,20111111,000000,11897.65,12212.07,11897.65,12153.68,3329830000,0
^DJI,D,20111114,000000,12153.00,12192.66,12013.06,12078.98,3219680000,0
^DJI,D,20111115,000000,12077.85,12206.02,11959.78,12096.16,3599300000,0
^DJI,D,20111116,000000,12084.74,12122.01,11872.75,11905.59,4085010000,0
^DJI,D,20111117,000000,11905.67,11975.90,11659.43,11770.73,4596450000,0
^DJI,D,20111118,000000,11769.36,11891.97,11707.34,11796.16,3827610000,0
^DJI,D,20111121,000000,11795.55,11693.38,11434.54,11547.31,4050070000,0
^DJI,D,20111122,000000,11542.24,11612.47,11402.87,11493.72,3911710000,0
^DJI,D,20111123,000000,11492.67,11436.43,11242.76,11257.55,3798940000,0
^DJI,D,20111125,000000,11252.11,11381.07,11192.81,11231.78,1664200000,0
^DJI,D,20111128,000000,11232.47,11599.76,11232.47,11523.01,3920750000,0
^DJI,D,20111129,000000,11523.54,11667.23,11478.32,11555.63,3992650000,0
^DJI,D,20111130,000000,11559.64,12067.40,11559.64,12045.68,5801910000,0
^DJI,D,20111201,000000,12046.21,12122.58,11916.38,12020.03,3818680000,0
^DJI,D,20111202,000000,12022.37,12191.60,11972.12,12019.42,4144310000,0
^DJI,D,20111205,000000,12021.46,12234.51,12020.78,12097.83,4148060000,0
^DJI,D,20111206,000000,12097.75,12232.02,12046.93,12150.13,3734230000,0
^DJI,D,20111207,000000,12144.41,12266.30,12024.19,12196.37,4160540000,0
^DJI,D,20111208,000000,12195.91,12212.26,11963.11,11997.70,4298370000,0
^DJI,D,20111209,000000,11995.88,12230.65,11995.88,12184.26,3830610000,0
^DJI,D,20111212,000000,12181.08,12181.08,11914.98,12021.39,3600570000,0
^DJI,D,20111213,000000,12018.66,12187.10,11894.96,11954.94,4121570000,0
^DJI,D,20111214,000000,11949.79,11984.15,11753.77,11823.48,4298290000,0
^DJI,D,20111215,000000,11825.37,12001.71,11815.11,11868.81,3810340000,0
^DJI,D,20111216,000000,11870.17,12018.55,11791.31,11866.39,5345800000,0
^DJI,D,20111219,000000,11866.62,11961.71,11728.46,11766.26,3659820000,0
^DJI,D,20111220,000000,11769.14,12131.81,11769.14,12103.58,4055590000,0
^DJI,D,20111221,000000,12103.28,12180.55,11963.76,12107.74,3582780000,0
^DJI,D,20111222,000000,12107.59,12225.70,12065.74,12169.65,3492250000,0
^DJI,D,20111223,000000,12169.88,12310.16,12151.72,12294.00,2233830000,0
^DJI,D,20111227,000000,12293.47,12357.38,12241.55,12291.35,2130590000,0
^DJI,D,20111228,000000,12288.85,12312.62,12126.70,12151.41,2349980000,0
^DJI,D,20111229,000000,12152.32,12302.40,12152.32,12287.04,2278130000,0
^DJI,D,20111230,000000,12286.28,12313.30,12190.20,12217.56,2271850000,0
^DJI,D,20120103,000000,12221.19,12534.26,12221.19,12397.38,3943710000,0
^DJI,D,20120104,000000,12392.39,12474.88,12291.35,12418.42,3592580000,0
^DJI,D,20120105,000000,12417.06,12435.98,12283.90,12415.70,4315950000,0
^DJI,D,20120106,000000,12407.75,12457.78,12305.20,12359.92,3656830000,0
^DJI,D,20120109,000000,12360.15,12445.71,12305.16,12392.69,3371600000,0
^DJI,D,20120110,000000,12394.51,12554.80,12394.51,12462.47,4221960000,0
^DJI,D,20120111,000000,12459.44,12503.87,12345.24,12449.45,3968120000,0
^DJI,D,20120112,000000,12449.98,12526.76,12354.36,12471.02,4019890000,0
^DJI,D,20120113,000000,12469.96,12469.96,12288.44,12422.06,3692370000,0
^DJI,D,20120117,000000,12423.12,12607.44,12423.12,12482.07,4010490000,0
^DJI,D,20120118,000000,12474.77,12607.71,12424.33,12578.95,4096160000,0
^DJI,D,20120119,000000,12578.19,12678.62,12518.48,12623.98,4465890000,0
^DJI,D,20120120,000000,12623.83,12763.84,12568.35,12720.48,3912620000,0
^DJI,D,20120123,000000,12720.17,12806.98,12620.20,12708.82,3770910000,0
^DJI,D,20120124,000000,12708.44,12753.02,12551.78,12675.75,3693560000,0
^DJI,D,20120125,000000,12673.78,12794.95,12537.25,12756.96,4410910000,0
^DJI,D,20120126,000000,12757.48,12884.63,12679.00,12734.63,4522070000,0
^DJI,D,20120127,000000,12733.72,12749.24,12591.21,12660.46,3860430000,0
^DJI,D,20120130,000000,12659.32,12679.83,12492.18,12653.72,3659010000,0
^DJI,D,20120131,000000,12654.78,12756.05,12542.85,12632.91,4235550000,0
^DJI,D,20120201,000000,12632.76,12826.51,12632.76,12716.46,4504360000,0
^DJI,D,20120202,000000,12716.54,12785.49,12650.24,12705.41,4120920000,0
^DJI,D,20120203,000000,12705.11,12917.14,12705.11,12862.23,4608550000,0
^DJI,D,20120206,000000,12860.79,12888.80,12755.97,12845.13,3379700000,0
^DJI,D,20120207,000000,12844.44,12931.10,12753.40,12878.20,3742460000,0
^DJI,D,20120208,000000,12865.94,12947.37,12789.20,12883.95,4096730000,0
^DJI,D,20120209,000000,12884.41,12978.18,12820.68,12890.46,4209890000,0
^DJI,D,20120210,000000,12889.55,12889.55,12712.26,12801.23,3877580000,0
^DJI,D,20120213,000000,12799.11,12929.44,12794.49,12874.04,3618040000,0
^DJI,D,20120214,000000,12871.92,12903.63,12771.71,12878.28,3889520000,0
^DJI,D,20120215,000000,12865.41,12927.47,12740.38,12780.95,4080340000,0
^DJI,D,20120216,000000,12779.58,12936.74,12760.06,12904.08,4108880000,0
^DJI,D,20120217,000000,12903.33,13006.41,12871.39,12949.87,3717640000,0
^DJI,D,20120221,000000,12949.34,13049.43,12895.57,12965.69,3795200000,0
^DJI,D,20120222,000000,12966.22,13029.42,12875.29,12938.67,3633710000,0
^DJI,D,20120223,000000,12937.08,13050.30,12856.25,12984.69,3786450000,0
^DJI,D,20120224,000000,12981.20,13055.15,12928.72,12982.95,3505360000,0
^DJI,D,20120227,000000,12981.20,13051.48,12859.28,12981.51,3648890000,0
^DJI,D,20120228,000000,12976.74,13058.17,12925.88,13005.12,3579120000,0
^DJI,D,20120229,000000,13005.27,13087.16,12903.10,12952.07,4482370000,0
^DJI,D,20120301,000000,12952.37,13067.07,12911.88,12980.30,3919240000,0
^DJI,D,20120302,000000,12980.75,13031.84,12903.29,12977.57,3283490000,0
^DJI,D,20120305,000000,12977.34,13030.17,12850.46,12962.81,3429480000,0
^DJI,D,20120306,000000,12958.50,12958.50,12701.33,12759.15,4191060000,0
^DJI,D,20120307,000000,12756.12,12882.78,12726.76,12837.33,3580380000,0
^DJI,D,20120308,000000,12835.53,12963.95,12834.19,12907.94,3543060000,0
^DJI,D,20120309,000000,12908.32,12997.25,12868.06,12922.02,3639470000,0
^DJI,D,20120312,000000,12920.58,13022.94,12876.23,12959.71,3081870000,0
^DJI,D,20120313,000000,12953.13,13193.12,12953.13,13177.68,4386470000,0
^DJI,D,20120314,000000,13177.22,13269.48,13108.20,13194.10,4502280000,0
^DJI,D,20120315,000000,13192.89,13286.36,13122.20,13252.76,4271650000,0
^DJI,D,20120316,000000,13253.59,13331.77,13190.70,13232.62,5163950000,0
^DJI,D,20120319,000000,13232.02,13298.96,13157.62,13239.13,3932570000,0
^DJI,D,20120320,000000,13238.30,13238.30,13096.13,13170.19,3695280000,0
^DJI,D,20120321,000000,13170.79,13230.24,13085.34,13124.62,3573590000,0
^DJI,D,20120322,000000,13124.47,13125.38,12973.79,13046.14,3740590000,0
^DJI,D,20120323,000000,13045.99,13128.03,12977.57,13080.73,3472950000,0
^DJI,D,20120326,000000,13082.62,13268.61,13082.62,13241.63,3576950000,0
^DJI,D,20120327,000000,13242.09,13298.96,13176.54,13197.73,3513640000,0
^DJI,D,20120328,000000,13195.54,13249.65,13048.41,13126.21,3892800000,0
^DJI,D,20120329,000000,13125.99,13177.64,12993.84,13145.82,3832000000,0
^DJI,D,20120330,000000,13147.94,13249.12,13127.58,13212.04,3676890000,0
^DJI,D,20120402,000000,13147.94,13316.86,13128.86,13264.49,3572010000,0
^DJI,D,20120403,000000,13258.96,13297.14,13114.18,13199.55,3822090000,0
^DJI,D,20120404,000000,13198.19,13198.19,12995.05,13074.75,3938290000,0
^DJI,D,20120405,000000,13067.18,13123.07,12975.98,13060.14,3303740000,0
^DJI,D,20120409,000000,13057.57,13057.57,12860.11,12929.59,3468980000,0
^DJI,D,20120410,000000,12929.59,12951.46,12689.10,12715.93,4631730000,0
^DJI,D,20120411,000000,12716.92,12890.91,12716.92,12805.39,3743040000,0
^DJI,D,20120412,000000,12806.45,13018.82,12784.92,12986.58,3618280000,0
^DJI,D,20120413,000000,12986.20,12992.63,12826.05,12849.59,3631160000,0
^DJI,D,20120416,000000,12850.88,13032.59,12840.51,12921.41,3574780000,0
^DJI,D,20120417,000000,12921.87,13168.33,12921.87,13115.54,3456200000,0
^DJI,D,20120418,000000,13114.56,13131.70,12977.16,13032.75,3463140000,0
^DJI,D,20120419,000000,13028.73,13115.05,12874.30,12964.10,4180020000,0
^DJI,D,20120420,000000,12964.48,13127.99,12961.00,13029.26,3833320000,0
^DJI,D,20120423,000000,13028.05,13028.05,12810.24,12927.17,3654860000,0
^DJI,D,20120424,000000,12927.77,13088.75,12902.34,13001.56,3617100000,0
^DJI,D,20120425,000000,12997.54,13169.92,12972.65,13090.72,3998430000,0
^DJI,D,20120426,000000,13090.04,13243.83,13044.70,13204.62,4034700000,0
^DJI,D,20120427,000000,13204.70,13311.87,13152.82,13228.31,3645830000,0
^DJI,D,20120430,000000,13228.39,13271.90,13132.80,13213.63,3574010000,0
^DJI,D,20120501,000000,13214.16,13359.62,13152.17,13279.32,3807950000,0
^DJI,D,20120502,000000,13277.96,13305.96,13164.06,13268.57,3803860000,0
^DJI,D,20120503,000000,13267.36,13314.59,13155.58,13206.59,4004910000,0
^DJI,D,20120504,000000,13204.62,13204.62,13005.20,13038.27,3975140000,0
^DJI,D,20120507,000000,13036.00,13080.69,12931.63,13008.53,3559390000,0
^DJI,D,20120508,000000,13000.73,13001.19,12789.35,12932.09,4261670000,0
^DJI,D,20120509,000000,12921.66,12947.49,12728.69,12835.06,4288540000,0
^DJI,D,20120510,000000,12831.58,12972.92,12804.75,12855.04,3727990000,0
^DJI,D,20120511,000000,12851.79,12933.07,12740.99,12820.60,3869070000,0
^DJI,D,20120514,000000,12818.86,12818.86,12634.01,12695.35,3688120000,0
^DJI,D,20120515,000000,12694.82,12795.74,12583.68,12632.00,4114040000,0
^DJI,D,20120516,000000,12617.39,12764.71,12559.57,12598.55,4280420000,0
^DJI,D,20120517,000000,12598.47,12670.22,12415.85,12442.49,4664280000,0
^DJI,D,20120518,000000,12442.94,12539.52,12309.63,12369.38,4512470000,0
^DJI,D,20120521,000000,12369.23,12545.57,12336.38,12504.48,3786750000,0
^DJI,D,20120522,000000,12505.23,12613.46,12425.39,12502.81,4123680000,0
^DJI,D,20120523,000000,12501.60,12536.34,12289.27,12496.15,4108330000,0
^DJI,D,20120524,000000,12491.91,12589.24,12390.99,12529.75,3937670000,0
^DJI,D,20120525,000000,12530.59,12575.88,12404.16,12454.83,2872660000,0
^DJI,D,20120529,000000,12455.21,12646.65,12455.21,12580.69,3441640000,0
^DJI,D,20120530,000000,12578.87,12578.87,12373.35,12419.86,3534290000,0
^DJI,D,20120531,000000,12414.41,12503.98,12298.05,12393.45,4557620000,0
^DJI,D,20120601,000000,12391.56,12391.56,12080.46,12118.57,4669350000,0
^DJI,D,20120604,000000,12119.85,12190.92,12003.75,12101.46,4011960000,0
^DJI,D,20120605,000000,12101.16,12183.50,12029.22,12127.95,3403230000,0
^DJI,D,20120606,000000,12125.00,12420.39,12125.00,12414.79,4268360000,0
^DJI,D,20120607,000000,12416.83,12606.87,12414.94,12460.96,4258140000,0
^DJI,D,20120608,000000,12460.96,12573.16,12364.76,12554.20,3497190000,0
^DJI,D,20120611,000000,12553.81,12682.07,12395.04,12411.23,3537530000,0
^DJI,D,20120612,000000,12412.14,12588.37,12386.79,12573.80,3442920000,0
^DJI,D,20120613,000000,12566.38,12632.42,12420.39,12496.38,3506510000,0
^DJI,D,20120614,000000,12497.82,12706.02,12471.44,12651.91,3687720000,0
^DJI,D,20120615,000000,12651.68,12815.91,12636.85,12767.17,4401570000,0
^DJI,D,20120618,000000,12767.02,12815.38,12657.96,12741.82,3259430000,0
^DJI,D,20120619,000000,12744.54,12917.37,12744.54,12837.33,3815350000,0
^DJI,D,20120620,000000,12837.26,12906.28,12719.79,12824.39,3695700000,0
^DJI,D,20120621,000000,12823.03,12888.11,12554.77,12573.57,4094470000,0
^DJI,D,20120622,000000,12574.97,12714.31,12567.52,12640.78,5271490000,0
^DJI,D,20120625,000000,12639.80,12639.80,12418.69,12502.66,3501820000,0
^DJI,D,20120626,000000,12503.57,12576.41,12452.03,12534.67,1092700,0
^DJI,D,20120627,000000,12532.93,12646.87,12532.71,12627.01,979500,0
^DJI,D,20120628,000000,12626.25,12626.25,12450.17,12602.26,1258700,0
^DJI,D,20120629,000000,12604.60,12880.39,12604.53,12880.09,1916300,0
^DJI,D,20120702,000000,12879.71,12902.12,12795.48,12871.39,109643561,0
^DJI,D,20120703,000000,12868.06,12946.20,12845.28,12943.82,63849176,0
^DJI,D,20120705,000000,12941.85,12961.30,12852.24,12896.67,97802906,0
^DJI,D,20120706,000000,12889.40,12889.40,12702.99,12772.47,96760642,0
^DJI,D,20120709,000000,12772.02,12772.02,12686.57,12736.29,100145480,0
^DJI,D,20120710,000000,12733.87,12830.29,12606.91,12653.12,114762202,0
^DJI,D,20120711,000000,12653.04,12661.97,12534.33,12604.53,128424757,0
^DJI,D,20120712,000000,12602.71,12630.64,12492.25,12573.27,142755475,0
^DJI,D,20120713,000000,12573.73,12784.73,12573.04,12777.09,121079636,0
^DJI,D,20120716,000000,12776.33,12779.58,12690.05,12727.21,93497981,0
^DJI,D,20120717,000000,12728.73,12829.23,12645.10,12805.54,119059829,0
^DJI,D,20120718,000000,12796.98,12921.94,12754.61,12908.70,130071570,0
^DJI,D,20120719,000000,12909.61,12977.57,12889.93,12943.36,139476482,0
^DJI,D,20120720,000000,12942.68,12942.83,12810.35,12822.57,210771912,0
^DJI,D,20120723,000000,12820.45,12820.45,12583.41,12721.46,137762745,0
^DJI,D,20120724,000000,12720.93,12730.09,12521.84,12617.32,131530622,0
^DJI,D,20120725,000000,12617.77,12732.77,12617.62,12676.05,127324061,0
^DJI,D,20120726,000000,12680.59,12931.22,12680.59,12887.93,133622019,0
^DJI,D,20120727,000000,12888.91,13117.74,12888.53,13075.66,161514523,0
^DJI,D,20120730,000000,13075.35,13128.64,13042.85,13073.01,91727117,0
^DJI,D,20120731,000000,13071.72,13082.66,13006.48,13008.68,125983610,0
^DJI,D,20120801,000000,13007.47,13074.83,12951.16,12971.06,133275162,0
^DJI,D,20120802,000000,12969.70,12969.85,12778.90,12878.88,112769357,0
^DJI,D,20120803,000000,12884.82,13133.18,12884.82,13096.17,112393013,0
^DJI,D,20120806,000000,13099.88,13187.28,13099.72,13117.51,84267109,0
^DJI,D,20120807,000000,13118.65,13215.97,13118.42,13168.60,95243097,0
^DJI,D,20120808,000000,13158.10,13202.65,13115.24,13175.64,84907517,0
^DJI,D,20120809,000000,13174.73,13200.23,13125.09,13165.19,84352770,0
^DJI,D,20120810,000000,13163.15,13208.22,13094.96,13207.95,86641825,0
^DJI,D,20120813,000000,13204.93,13205.01,13112.94,13169.43,67546033,0
^DJI,D,20120814,000000,13168.11,13223.01,13142.10,13172.14,84429793,0
^DJI,D,20120815,000000,13157.47,13192.89,13138.23,13164.78,77127015,0
^DJI,D,20120816,000000,13163.24,13269.35,13145.85,13250.11,114584725,0
^DJI,D,20120817,000000,13251.20,13281.32,13244.85,13275.20,138545037,0
^DJI,D,20120820,000000,13274.58,13276.15,13230.06,13271.64,87593945,0
^DJI,D,20120821,000000,13272.10,13330.76,13186.60,13203.58,117004724,0
^DJI,D,20120822,000000,13198.31,13205.06,13120.34,13172.76,111215243,0
^DJI,D,20120823,000000,13171.37,13171.37,13046.46,13057.46,108796060,0
^DJI,D,20120824,000000,13052.82,13175.51,13027.20,13157.97,86772375,0
^DJI,D,20120827,000000,13157.74,13176.17,13115.46,13124.67,96068237,0
^DJI,D,20120828,000000,13122.74,13147.32,13081.12,13102.99,81625855,0
^DJI,D,20120829,000000,13103.46,13144.81,13081.27,13107.48,91518118,0
^DJI,D,20120830,000000,13101.29,13101.37,12978.91,13000.71,89963994,0
^DJI,D,20120831,000000,13002.72,13151.87,13002.64,13090.84,119752954,0
^DJI,D,20120904,000000,13092.15,13092.39,12977.09,13035.94,103901490,0
^DJI,D,20120905,000000,13036.09,13095.91,13018.74,13047.48,92521245,0
^DJI,D,20120906,000000,13045.23,13294.13,13045.08,13292.00,128624258,0
^DJI,D,20120907,000000,13289.53,13320.27,13266.22,13306.64,141523377,0
^DJI,D,20120910,000000,13308.56,13324.10,13251.39,13254.29,123781470,0
^DJI,D,20120911,000000,13254.60,13354.34,13253.21,13323.36,104895956,0
^DJI,D,20120912,000000,13321.62,13373.62,13317.52,13333.35,111090814,0
^DJI,D,20120913,000000,13329.71,13573.33,13325.11,13539.86,151748146,0
^DJI,D,20120914,000000,13540.40,13653.24,13533.94,13593.37,184572577,0
^DJI,D,20120917,000000,13588.57,13593.15,13526.67,13553.10,128004490,0
^DJI,D,20120918,000000,13552.33,13582.12,13517.81,13564.64,120534219,0
^DJI,D,20120919,000000,13565.41,13626.48,13556.74,13577.96,116208641,0
^DJI,D,20120920,000000,13575.17,13599.02,13503.00,13596.93,117900588,0
^DJI,D,20120921,000000,13597.24,13647.10,13571.53,13579.47,429592201,0
^DJI,D,20120924,000000,13577.85,13601.90,13521.68,13558.92,115359497,0
^DJI,D,20120925,000000,13559.92,13620.21,13457.25,13457.55,133960179,0
^DJI,D,20120926,000000,13457.86,13480.37,13406.91,13413.51,119871676,0
^DJI,D,20120927,000000,13413.47,13522.83,13413.47,13485.97,110478403,0
^DJI,D,20120928,000000,13485.89,13487.66,13367.27,13437.13,142975738,0
^DJI,D,20121001,000000,13437.66,13598.25,13437.66,13515.11,106118869,0
^DJI,D,20121002,000000,13515.30,13567.06,13424.92,13482.36,90704296,0
^DJI,D,20121003,000000,13479.21,13536.27,13439.12,13494.61,103856537,0
