<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^DJI,D,20020718,000000,8540.47,8683.84,8350.72,8409.49,1736300000,0
^DJI,D,20020719,000000,8356.74,8356.74,7940.83,8019.26,2654100000,0
^DJI,D,20020722,000000,8015.04,8173.08,7668.35,7784.58,2248060000,0
^DJI,D,20020723,000000,7785.55,8007.91,7590.75,7702.34,2441020000,0
^DJI,D,20020724,000000,7698.46,8243.07,7489.53,8191.29,2775560000,0
^DJI,D,20020725,000000,8185.89,8390.39,7893.34,8186.31,2424700000,0
^DJI,D,20020726,000000,8192.61,8350.10,8039.89,8264.39,1796100000,0
^DJI,D,20020729,000000,8267.99,8749.12,8267.99,8711.88,1778650000,0
^DJI,D,20020730,000000,8707.03,8806.86,8484.05,8680.03,1826090000,0
^DJI,D,20020731,000000,8678.65,8793.36,8463.21,8736.59,2049360000,0
^DJI,D,20020801,000000,8732.58,8758.40,8430.68,8506.62,1672200000,0
^DJI,D,20020802,000000,8504.96,8566.36,8179.80,8313.13,1538100000,0
^DJI,D,20020805,000000,8312.92,8371.00,7991.43,8043.63,1425500000,0
^DJI,D,20020806,000000,8049.93,8472.28,8049.93,8274.09,1514100000,0
^DJI,D,20020807,000000,8282.25,8520.95,8171.70,8456.15,1490400000,0
^DJI,D,20020808,000000,8456.29,8755.70,8364.29,8712.02,1646700000,0
^DJI,D,20020809,000000,8707.24,8824.92,8538.46,8745.45,1294900000,0
^DJI,D,20020812,000000,8741.92,8753.14,8528.15,8688.89,1036500000,0
^DJI,D,20020813,000000,8683.15,8801.87,8445.91,8482.39,1297700000,0
^DJI,D,20020814,000000,8479.14,8778.89,8295.34,8743.31,1533800000,0
^DJI,D,20020815,000000,8745.04,8914.37,8620.98,8818.14,1505100000,0
^DJI,D,20020816,000000,8813.07,8899.42,8644.59,8778.06,1265300000,0
^DJI,D,20020819,000000,8777.09,9037.38,8720.81,8990.79,1299800000,0
^DJI,D,20020820,000000,8986.50,8989.69,8789.13,8872.07,1308500000,0
^DJI,D,20020821,000000,8866.14,9033.52,8768.51,8957.23,1353100000,0
^DJI,D,20020822,000000,8961.18,9129.10,8860.34,9053.64,1373000000,0
^DJI,D,20020823,000000,9051.49,9051.49,8806.38,8872.96,1071500000,0
^DJI,D,20020826,000000,8873.93,8981.23,8723.43,8919.01,1016900000,0
^DJI,D,20020827,000000,8917.49,9040.04,8747.77,8824.41,1307700000,0
^DJI,D,20020828,000000,8823.93,8832.18,8610.79,8694.09,1146600000,0
^DJI,D,20020829,000000,8690.69,8769.34,8514.10,8670.99,1271100000,0
^DJI,D,20020830,000000,8669.26,8811.72,8572.85,8663.50,929900000,0
^DJI,D,20020903,000000,8659.27,8659.27,8282.87,8308.05,1323400000,0
^DJI,D,20020904,000000,8308.53,8495.03,8216.98,8425.12,1372100000,0
^DJI,D,20020905,000000,8420.20,8420.20,8173.56,8283.70,1401300000,0
^DJI,D,20020906,000000,8296.46,8526.80,8296.46,8427.20,1184500000,0
^DJI,D,20020909,000000,8425.88,8584.30,8288.28,8519.38,1130600000,0
^DJI,D,20020910,000000,8520.14,8660.94,8447.73,8602.61,1186400000,0
^DJI,D,20020911,000000,8604.27,8767.82,8545.11,8581.17,846600000,0
^DJI,D,20020912,000000,8574.94,8574.94,8334.82,8379.41,1191600000,0
^DJI,D,20020913,000000,8377.68,8414.79,8175.85,8312.69,1271000000,0
^DJI,D,20020916,000000,8311.79,8435.04,8214.27,8380.18,1001400000,0
^DJI,D,20020917,000000,8386.35,8508.61,8169.88,8207.55,1448600000,0
^DJI,D,20020918,000000,8203.07,8283.49,8013.42,8172.45,1501000000,0
^DJI,D,20020919,000000,8170.65,8170.65,7904.87,7942.39,1524000000,0
^DJI,D,20020920,000000,7945.93,8081.04,7868.60,7986.02,1792800000,0
^DJI,D,20020923,000000,7984.77,7984.77,7738.06,7872.15,1381100000,0
^DJI,D,20020924,000000,7871.23,7893.36,7606.77,7683.13,1670240000,0
^DJI,D,20020925,000000,7687.16,7939.90,7641.87,7841.82,1651500000,0
^DJI,D,20020926,000000,7844.62,8086.86,7800.97,7997.12,1650000000,0
^DJI,D,20020927,000000,7996.01,7997.12,7664.89,7701.45,1507300000,0
^DJI,D,20020930,000000,7698.81,7729.53,7422.28,7591.93,1721870000,0
^DJI,D,20021001,000000,7593.04,7964.24,7558.36,7938.79,1780900000,0
^DJI,D,20021002,000000,7936.57,7996.77,7696.66,7755.61,1668900000,0
^DJI,D,20021003,000000,7753.46,7943.64,7638.47,7717.19,1674500000,0
^DJI,D,20021004,000000,7719.34,7817.06,7428.32,7528.40,1835930000,0
^DJI,D,20021007,000000,7528.68,7685.42,7368.46,7422.84,1576500000,0
^DJI,D,20021008,000000,7425.82,7680.57,7294.53,7501.49,1938430000,0
^DJI,D,20021009,000000,7499.96,7500.03,7215.39,7286.27,1885030000,0
^DJI,D,20021010,000000,7286.34,7588.25,7181.47,7533.95,2090230000,0
^DJI,D,20021011,000000,7540.74,7919.57,7540.74,7850.29,1854130000,0
^DJI,D,20021014,000000,7848.21,7948.91,7725.23,7877.40,1200300000,0
^DJI,D,20021015,000000,7883.23,8304.58,7883.23,8255.68,1956000000,0
^DJI,D,20021016,000000,8232.10,8232.10,7958.34,8036.03,1585000000,0
^DJI,D,20021017,000000,8038.31,8395.99,8038.31,8275.04,1780390000,0
^DJI,D,20021018,000000,8287.72,8383.16,8115.72,8322.40,1423100000,0
^DJI,D,20021021,000000,8320.74,8580.13,8191.87,8538.24,1447000000,0
^DJI,D,20021022,000000,8534.08,8543.65,8303.33,8450.16,1549200000,0
^DJI,D,20021023,000000,8448.56,8546.57,8256.79,8494.27,1593900000,0
^DJI,D,20021024,000000,8495.38,8607.04,8253.60,8317.34,1700570000,0
^DJI,D,20021025,000000,8317.48,8474.92,8210.74,8443.99,1340400000,0
^DJI,D,20021028,000000,8448.98,8601.01,8281.34,8368.04,1382600000,0
^DJI,D,20021029,000000,8367.28,8456.19,8161.01,8368.94,1529700000,0
^DJI,D,20021030,000000,8363.95,8502.32,8273.99,8427.41,1422300000,0
^DJI,D,20021031,000000,8427.34,8538.17,8293.17,8397.03,1641300000,0
^DJI,D,20021101,000000,8395.64,8569.24,8271.77,8517.64,1450400000,0
^DJI,D,20021104,000000,8521.60,8787.30,8510.08,8571.60,1645900000,0
^DJI,D,20021105,000000,8568.76,8730.92,8497.60,8678.27,1354100000,0
^DJI,D,20021106,000000,8677.17,8841.61,8561.48,8771.01,1623700000,0
^DJI,D,20021107,000000,8766.08,8766.08,8517.78,8586.24,1466900000,0
^DJI,D,20021108,000000,8585.75,8688.96,8455.01,8537.13,1446500000,0
^DJI,D,20021111,000000,8535.81,8541.09,8315.40,8358.95,1113000000,0
^DJI,D,20021112,000000,8356.73,8557.25,8286.13,8386.00,1377100000,0
^DJI,D,20021113,000000,8380.32,8523.47,8237.65,8398.49,1463400000,0
^DJI,D,20021114,000000,8403.69,8596.50,8396.27,8542.13,1488100000,0
^DJI,D,20021115,000000,8535.64,8622.30,8421.10,8579.09,1400100000,0
^DJI,D,20021118,000000,8579.74,8671.41,8444.26,8486.57,1282600000,0
^DJI,D,20021119,000000,8484.93,8566.45,8355.62,8474.78,1337400000,0
^DJI,D,20021120,000000,8469.57,8675.12,8402.72,8623.01,1517300000,0
^DJI,D,20021121,000000,8625.48,8910.83,8619.58,8845.15,2415100000,0
^DJI,D,20021122,000000,8842.41,8944.16,8732.23,8804.84,1626800000,0
^DJI,D,20021125,000000,8804.97,8918.03,8717.63,8849.40,1574000000,0
^DJI,D,20021126,000000,8844.12,8845.01,8634.53,8676.42,1543600000,0
^DJI,D,20021127,000000,8678.96,8975.08,8678.96,8931.68,1350300000,0
^DJI,D,20021129,000000,8933.67,8995.78,8847.42,8896.09,643460000,0
^DJI,D,20021202,000000,8902.95,9076.35,8757.60,8862.57,1612000000,0
^DJI,D,20021203,000000,8861.13,8882.04,8649.89,8742.93,1488400000,0
^DJI,D,20021204,000000,8734.22,8834.04,8600.93,8737.85,1588900000,0
^DJI,D,20021205,000000,8740.66,8796.68,8572.00,8623.28,1250200000,0
^DJI,D,20021206,000000,8620.88,8707.21,8469.16,8645.77,1241100000,0
^DJI,D,20021209,000000,8643.99,8643.99,8438.24,8473.41,1320800000,0
^DJI,D,20021210,000000,8473.61,8624.93,8419.86,8574.26,1286600000,0
^DJI,D,20021211,000000,8571.52,8669.91,8452.84,8589.14,1285100000,0
^DJI,D,20021212,000000,8590.99,8662.71,8466.21,8538.40,1255300000,0
^DJI,D,20021213,000000,8536.07,8563.16,8374.68,8433.71,1330800000,0
^DJI,D,20021216,000000,8436.59,8649.06,8421.58,8627.40,1271600000,0
^DJI,D,20021217,000000,8626.99,8672.38,8495.21,8535.39,1251800000,0
^DJI,D,20021218,000000,8531.31,8553.76,8367.89,8447.35,1446200000,0
^DJI,D,20021219,000000,8441.94,8530.25,8302.41,8364.80,1385900000,0
^DJI,D,20021220,000000,8367.41,8557.47,8367.41,8511.32,1782730000,0
^DJI,D,20021223,000000,8511.39,8573.92,8418.90,8493.29,1112100000,0
^DJI,D,20021224,000000,8491.99,8522.98,8407.45,8448.11,458310000,0
^DJI,D,20021226,000000,8448.86,8587.98,8392.23,8432.61,721100000,0
^DJI,D,20021227,000000,8429.28,8470.05,8272.31,8303.78,758400000,0
^DJI,D,20021230,000000,8304.06,8405.67,8214.93,8332.85,1057800000,0
^DJI,D,20021231,000000,8332.24,8400.46,8216.44,8341.63,1088500000,0
^DJI,D,20030102,000000,8342.38,8633.02,8342.38,8607.52,1229200000,0
^DJI,D,20030103,000000,8607.38,8669.91,8503.71,8601.69,1130800000,0
^DJI,D,20030106,000000,8602.78,8826.71,8578.86,8773.57,1435900000,0
^DJI,D,20030107,000000,8775.84,8843.37,8661.20,8740.59,1545200000,0
^DJI,D,20030108,000000,8735.93,8749.44,8549.72,8595.31,1467600000,0
^DJI,D,20030109,000000,8596.68,8814.09,8596.68,8776.18,1560300000,0
^DJI,D,20030110,000000,8776.04,8846.25,8654.21,8784.89,1485400000,0
^DJI,D,20030113,000000,8787.83,8896.09,8721.12,8785.98,1396300000,0
^DJI,D,20030114,000000,8787.22,8865.41,8717.56,8842.62,1379400000,0
^DJI,D,20030115,000000,8843.64,8865.65,8674.43,8723.18,1432100000,0
^DJI,D,20030116,000000,8721.12,8837.47,8634.46,8697.87,1534600000,0
^DJI,D,20030117,000000,8695.82,8695.82,8523.60,8586.74,1358200000,0
^DJI,D,20030121,000000,8586.26,8650.43,8421.03,8442.90,1335200000,0
^DJI,D,20030122,000000,8439.54,8493.50,8270.94,8318.73,1560800000,0
^DJI,D,20030123,000000,8320.72,8437.69,8215.61,8369.47,1744550000,0
^DJI,D,20030124,000000,8367.89,8367.89,8092.00,8131.01,1574800000,0
^DJI,D,20030127,000000,8128.54,8167.41,7929.16,7989.56,1435900000,0
^DJI,D,20030128,000000,7991.07,8153.36,7954.95,8088.84,1459100000,0
^DJI,D,20030129,000000,8087.95,8173.31,7916.89,8110.71,1595400000,0
^DJI,D,20030130,000000,8109.14,8169.81,7918.19,7945.13,1510300000,0
^DJI,D,20030131,000000,7939.72,8121.37,7884.66,8053.81,1578530000,0
^DJI,D,20030203,000000,8053.74,8189.35,8032.90,8109.82,1258500000,0
^DJI,D,20030204,000000,8104.61,8104.61,7915.93,8013.29,1451600000,0
^DJI,D,20030205,000000,8014.45,8162.96,7950.42,7985.18,1450800000,0
^DJI,D,20030206,000000,7981.95,8031.66,7855.87,7929.30,1430900000,0
^DJI,D,20030207,000000,7932.45,8019.46,7811.10,7864.23,1276800000,0
^DJI,D,20030210,000000,7865.74,7963.03,7777.98,7920.11,1238200000,0
^DJI,D,20030211,000000,7920.93,8010.89,7798.69,7843.11,1307000000,0
^DJI,D,20030212,000000,7836.36,7892.96,7720.39,7758.17,1260500000,0
^DJI,D,20030213,000000,7756.55,7817.88,7602.81,7749.87,1489300000,0
^DJI,D,20030214,000000,7750.90,7936.56,7704.96,7908.80,1404600000,0
^DJI,D,20030218,000000,7909.30,8114.82,7909.30,8041.15,1250800000,0
^DJI,D,20030219,000000,8033.80,8079.11,7913.70,8000.60,1075600000,0
^DJI,D,20030220,000000,8002.70,8051.37,7858.24,7914.96,1194100000,0
^DJI,D,20030221,000000,7915.52,8055.79,7843.81,8018.11,1398200000,0
^DJI,D,20030224,000000,8017.34,8017.34,7828.06,7858.24,1229200000,0
^DJI,D,20030225,000000,7856.42,7931.14,7700.53,7909.50,1483700000,0
^DJI,D,20030226,000000,7907.39,7944.93,7767.62,7806.98,1374400000,0
^DJI,D,20030227,000000,7807.96,7950.46,7774.34,7884.99,1287800000,0
^DJI,D,20030228,000000,7886.11,7987.80,7826.72,7891.08,1373300000,0
^DJI,D,20030303,000000,7890.24,7997.66,7809.05,7837.86,1208900000,0
^DJI,D,20030304,000000,7838.14,7859.08,7688.98,7704.87,1256600000,0
^DJI,D,20030305,000000,7702.35,7801.79,7639.82,7775.60,1332700000,0
^DJI,D,20030306,000000,7774.76,7795.07,7624.97,7673.99,1299200000,0
^DJI,D,20030307,000000,7671.75,7780.57,7536.18,7740.03,1368500000,0
^DJI,D,20030310,000000,7739.40,7739.40,7545.77,7568.18,1255000000,0
^DJI,D,20030311,000000,7568.53,7673.98,7488.00,7524.06,1427700000,0
^DJI,D,20030312,000000,7517.76,7582.96,7397.31,7552.07,1620000000,0
^DJI,D,20030313,000000,7555.29,7847.03,7555.29,7821.75,1816300000,0
^DJI,D,20030314,000000,7822.17,7961.60,7761.25,7859.71,1541900000,0
^DJI,D,20030317,000000,7857.96,8163.56,7763.56,8141.92,1700420000,0
^DJI,D,20030318,000000,8142.69,8253.48,8057.54,8194.23,1555100000,0
^DJI,D,20030319,000000,8193.04,8304.04,8116.01,8265.45,1473400000,0
^DJI,D,20030320,000000,8264.68,8335.20,8122.59,8286.60,1439100000,0
^DJI,D,20030321,000000,8290.38,8552.08,8290.38,8521.97,1883710000,0
^DJI,D,20030324,000000,8514.82,8514.82,8166.78,8214.68,1293000000,0
^DJI,D,20030325,000000,8216.85,8355.93,8155.65,8280.23,1333400000,0
^DJI,D,20030326,000000,8279.88,8323.01,8165.52,8229.88,1319700000,0
^DJI,D,20030327,000000,8226.39,8272.03,8085.40,8201.45,1232900000,0
^DJI,D,20030328,000000,8198.85,8224.83,8070.77,8145.77,1227000000,0
^DJI,D,20030331,000000,8142.83,8142.83,7903.97,7992.13,1495500000,0
^DJI,D,20030401,000000,7992.83,8133.03,7947.38,8069.86,1461600000,0
^DJI,D,20030402,000000,8070.98,8342.27,8070.98,8285.06,1589800000,0
^DJI,D,20030403,000000,8285.76,8378.76,8199.49,8240.38,1351500000,0
^DJI,D,20030404,000000,8240.59,8348.29,8176.66,8277.15,1241200000,0
^DJI,D,20030407,000000,8284.15,8550.40,8272.24,8300.41,1494000000,0
^DJI,D,20030408,000000,8299.12,8382.43,8222.24,8298.92,1235400000,0
^DJI,D,20030409,000000,8299.28,8404.25,8174.90,8197.94,1293700000,0
^DJI,D,20030410,000000,8198.99,8274.56,8109.85,8221.33,1275300000,0
^DJI,D,20030411,000000,8223.22,8360.76,8156.77,8203.41,1141600000,0
^DJI,D,20030414,000000,8203.97,8375.19,8175.60,8351.10,1131000000,0
^DJI,D,20030415,000000,8347.66,8443.11,8251.38,8402.36,1460200000,0
^DJI,D,20030416,000000,8405.72,8459.15,8217.27,8257.61,1587600000,0
^DJI,D,20030417,000000,8255.79,8388.28,8172.52,8337.65,1430600000,0
^DJI,D,20030421,000000,8336.67,8423.09,8270.56,8328.90,1118700000,0
^DJI,D,20030422,000000,8326.38,8509.43,8238.14,8484.99,1631200000,0
^DJI,D,20030423,000000,8484.92,8587.72,8398.65,8515.66,1667200000,0
^DJI,D,20030424,000000,8512.44,8527.99,8363.28,8440.04,1648100000,0
^DJI,D,20030425,000000,8438.98,8453.06,8258.80,8306.35,1335800000,0
^DJI,D,20030428,000000,8306.84,8515.80,8290.46,8471.61,1273000000,0
^DJI,D,20030429,000000,8472.88,8578.55,8414.61,8502.99,1525600000,0
^DJI,D,20030430,000000,8501.38,8557.62,8402.36,8480.09,1788510000,0
^DJI,D,20030501,000000,8478.48,8519.09,8328.55,8454.25,1397500000,0
^DJI,D,20030502,000000,8453.48,8612.86,8389.40,8582.68,1554300000,0
^DJI,D,20030505,000000,8583.17,8643.11,8472.67,8531.57,1446300000,0
^DJI,D,20030506,000000,8531.28,8658.18,8486.88,8588.36,1649600000,0
^DJI,D,20030507,000000,8585.42,8650.82,8494.87,8560.63,1531900000,0
^DJI,D,20030508,000000,8558.67,8591.01,8435.61,8491.22,1379600000,0
^DJI,D,20030509,000000,8492.69,8637.58,8482.89,8604.60,1326100000,0
^DJI,D,20030512,000000,8603.90,8764.12,8544.24,8726.73,1378800000,0
^DJI,D,20030513,000000,8722.88,8757.40,8611.18,8679.25,1418100000,0
^DJI,D,20030514,000000,8673.29,8744.94,8575.96,8647.82,1401800000,0
^DJI,D,20030515,000000,8649.22,8766.58,8613.84,8713.14,1508700000,0
^DJI,D,20030516,000000,8710.36,8766.36,8614.33,8678.97,1505500000,0
^DJI,D,20030519,000000,8676.52,8676.52,8455.72,8493.39,1375700000,0
^DJI,D,20030520,000000,8494.09,8593.61,8394.51,8491.36,1505300000,0
^DJI,D,20030521,000000,8485.62,8577.64,8389.68,8516.43,1457800000,0
^DJI,D,20030522,000000,8516.99,8650.33,8495.35,8594.02,1448500000,0
^DJI,D,20030523,000000,8594.02,8668.47,8513.98,8601.38,1201000000,0
^DJI,D,20030527,000000,8600.54,8812.30,8523.64,8781.35,1532000000,0
^DJI,D,20030528,000000,8781.84,8885.34,8721.90,8793.12,1559000000,0
^DJI,D,20030529,000000,8787.23,8895.99,8657.96,8711.18,1685800000,0
^DJI,D,20030530,000000,8711.46,8897.04,8711.46,8850.26,1688800000,0
^DJI,D,20030602,000000,8851.45,9040.46,8833.66,8897.81,1662500000,0
^DJI,D,20030603,000000,8898.23,8973.02,8823.51,8922.95,1450200000,0
^DJI,D,20030604,000000,8919.94,9076.94,8882.75,9038.98,1618700000,0
^DJI,D,20030605,000000,9036.67,9106.70,8905.37,9041.30,1693100000,0
^DJI,D,20030606,000000,9045.57,9248.71,9008.87,9062.79,1837200000,0
^DJI,D,20030609,000000,9061.18,9109.43,8909.78,8980.00,1307000000,0
^DJI,D,20030610,000000,8980.79,9111.11,8946.06,9054.89,1275400000,0
^DJI,D,20030611,000000,9048.85,9202.08,9010.13,9183.22,1520000000,0
^DJI,D,20030612,000000,9184.29,9270.64,9089.38,9196.55,1553100000,0
^DJI,D,20030613,000000,9197.88,9234.23,9042.63,9117.12,1271600000,0
^DJI,D,20030616,000000,9117.56,9335.49,9117.56,9318.96,1345900000,0
^DJI,D,20030617,000000,9319.66,9406.50,9234.78,9323.02,1479700000,0
^DJI,D,20030618,000000,9322.67,9363.15,9185.17,9293.80,1488900000,0
^DJI,D,20030619,000000,9293.80,9346.34,9134.50,9179.53,1530100000,0
^DJI,D,20030620,000000,9180.93,9306.36,9149.21,9200.75,1698000000,0
^DJI,D,20030623,000000,9199.49,9215.32,9003.83,9072.95,1398100000,0
^DJI,D,20030624,000000,9071.48,9179.25,9020.08,9109.85,1388300000,0
^DJI,D,20030625,000000,9109.57,9195.20,8984.29,9011.53,1459200000,0
^DJI,D,20030626,000000,9011.06,9118.82,8953.83,9079.04,1387400000,0
^DJI,D,20030627,000000,9079.74,9135.91,8938.26,8989.05,1267800000,0
^DJI,D,20030630,000000,8990.74,9100.12,8934.71,8985.44,1587200000,0
^DJI,D,20030701,000000,8983.66,9068.05,8843.61,9040.95,1460200000,0
^DJI,D,20030702,000000,9043.54,9168.82,9025.12,9142.84,1519300000,0
^DJI,D,20030703,000000,9141.16,9164.48,9014.06,9070.21,775900000,0
^DJI,D,20030707,000000,9073.92,9289.90,9073.92,9216.79,1429100000,0
^DJI,D,20030708,000000,9213.48,9281.77,9122.24,9223.09,1565700000,0
^DJI,D,20030709,000000,9221.90,9270.22,9077.91,9156.21,1618000000,0
^DJI,D,20030710,000000,9154.53,9154.53,8978.13,9036.04,1465700000,0
^DJI,D,20030711,000000,9036.39,9176.59,9009.01,9119.59,1212700000,0
^DJI,D,20030714,000000,9126.45,9316.44,9126.45,9177.15,1448900000,0
^DJI,D,20030715,000000,9179.18,9260.42,9054.60,9128.97,1518600000,0
^DJI,D,20030716,000000,9133.70,9185.63,9005.23,9094.59,1662000000,0
^DJI,D,20030717,000000,9089.34,9160.27,8968.82,9050.82,1661400000,0
^DJI,D,20030718,000000,9052.29,9212.31,9034.36,9188.15,1365200000,0
^DJI,D,20030721,000000,9187.80,9219.87,9025.12,9096.69,1254200000,0
^DJI,D,20030722,000000,9098.65,9221.83,9008.60,9158.45,1439700000,0
^DJI,D,20030723,000000,9159.08,9249.91,9064.69,9194.24,1362700000,0
^DJI,D,20030724,000000,9196.56,9313.99,9092.98,9112.51,1559000000,0
^DJI,D,20030725,000000,9113.85,9296.62,9062.38,9284.57,1397500000,0
^DJI,D,20030728,000000,9284.92,9356.77,9182.96,9266.51,1328600000,0
^DJI,D,20030729,000000,9268.19,9327.36,9135.62,9204.46,1508900000,0
^DJI,D,20030730,000000,9204.39,9272.88,9131.70,9200.05,1391900000,0
^DJI,D,20030731,000000,9199.35,9398.02,9183.80,9233.80,1608000000,0
^DJI,D,20030801,000000,9232.68,9266.37,9100.12,9153.97,1390600000,0
^DJI,D,20030804,000000,9154.18,9231.84,9033.66,9186.04,1318700000,0
^DJI,D,20030805,000000,9185.27,9210.21,9024.77,9036.32,1351700000,0
^DJI,D,20030806,000000,9032.96,9151.38,8964.13,9061.74,1491000000,0
^DJI,D,20030807,000000,9060.48,9171.13,9003.63,9126.45,1389300000,0
^DJI,D,20030808,000000,9127.36,9230.37,9097.74,9191.09,1086600000,0
^DJI,D,20030811,000000,9189.62,9275.61,9124.00,9217.35,1022200000,0
^DJI,D,20030812,000000,9218.12,9329.04,9163.29,9310.06,1132300000,0
^DJI,D,20030813,000000,9303.69,9350.19,9213.43,9271.76,1208800000,0
^DJI,D,20030814,000000,9272.25,9356.63,9193.33,9310.56,1186800000,0
^DJI,D,20030815,000000,9308.52,9360.27,9253.20,9321.69,636370000,0
^DJI,D,20030818,000000,9320.66,9466.79,9309.16,9412.45,1127600000,0
^DJI,D,20030819,000000,9412.17,9490.60,9315.25,9428.90,1300600000,0
^DJI,D,20030820,000000,9420.13,9454.49,9324.03,9397.51,1210800000,0
^DJI,D,20030821,000000,9399.96,9517.37,9345.71,9423.68,1407100000,0
^DJI,D,20030822,000000,9436.04,9535.97,9323.26,9348.87,1308900000,0
^DJI,D,20030825,000000,9349.44,9381.51,9242.56,9317.64,971700000,0
^DJI,D,20030826,000000,9316.03,9372.45,9203.54,9340.45,1178700000,0
^DJI,D,20030827,000000,9339.82,9387.82,9280.03,9333.79,1051400000,0
^DJI,D,20030828,000000,9334.35,9415.68,9246.48,9374.21,1165200000,0
^DJI,D,20030829,000000,9373.33,9444.25,9320.52,9415.82,945100000,0
^DJI,D,20030902,000000,9416.67,9563.83,9357.44,9523.27,1470500000,0
^DJI,D,20030903,000000,9521.86,9632.75,9465.72,9568.46,1675600000,0
^DJI,D,20030904,000000,9569.09,9661.80,9492.74,9587.90,1453900000,0
^DJI,D,20030905,000000,9589.52,9602.22,9441.93,9503.34,1465200000,0
^DJI,D,20030908,000000,9503.41,9638.57,9492.25,9586.29,1299300000,0
^DJI,D,20030909,000000,9584.92,9617.02,9459.85,9507.20,1414800000,0
^DJI,D,20030910,000000,9504.88,9545.51,9373.08,9420.46,1582100000,0
^DJI,D,20030911,000000,9415.05,9540.60,9374.49,9459.76,1335900000,0
^DJI,D,20030912,000000,9456.88,9517.37,9348.59,9471.55,1236700000,0
^DJI,D,20030915,000000,9471.19,9541.02,9396.03,9448.81,1151300000,0
^DJI,D,20030916,000000,9449.16,9587.90,9426.84,9567.34,1403200000,0
^DJI,D,20030917,000000,9566.08,9641.45,9510.28,9545.65,1338210000,0
^DJI,D,20030918,000000,9544.04,9691.55,9513.37,9659.13,1498800000,0
^DJI,D,20030919,000000,9661.80,9719.49,9582.64,9644.82,1518600000,0
^DJI,D,20030922,000000,9641.80,9641.87,9467.83,9535.41,1278800000,0
^DJI,D,20030923,000000,9535.76,9623.34,9479.41,9576.04,1301700000,0
^DJI,D,20030924,000000,9575.97,9612.53,9400.67,9425.51,1556000000,0
^DJI,D,20030925,000000,9425.58,9493.44,9311.47,9343.96,1530000000,0
^DJI,D,20030926,000000,9342.43,9407.89,9257.99,9313.08,1472500000,0
^DJI,D,20030929,000000,9314.42,9431.54,9259.68,9380.24,1366500000,0
^DJI,D,20030930,000000,9378.10,9393.35,9199.43,9275.06,1590500000,0
^DJI,D,20031001,000000,9275.06,9472.69,9275.06,9469.20,1566300000,0
^DJI,D,20031002,000000,9464.76,9539.20,9397.87,9487.80,1269300000,0
^DJI,D,20031003,000000,9492.54,9701.87,9492.54,9572.31,1570500000,0
^DJI,D,20031006,000000,9572.39,9656.09,9524.39,9594.98,1025800000,0
^DJI,D,20031007,000000,9593.28,9672.68,9512.76,9654.61,1279500000,0
^DJI,D,20031008,000000,9653.33,9699.35,9571.35,9630.90,1262500000,0
^DJI,D,20031009,000000,9633.35,9798.08,9617.35,9680.01,1578700000,0
^DJI,D,20031010,000000,9682.90,9743.12,9622.31,9674.68,1108100000,0
^DJI,D,20031013,000000,9675.72,9814.97,9675.72,9764.38,1040500000,0
^DJI,D,20031014,000000,9763.27,9833.42,9696.90,9812.98,1271900000,0
^DJI,D,20031015,000000,9824.09,9901.64,9731.57,9803.05,1521100000,0
^DJI,D,20031016,000000,9798.68,9838.53,9679.13,9791.72,1417700000,0
^DJI,D,20031017,000000,9791.86,9833.12,9679.72,9721.79,1352000000,0
^DJI,D,20031020,000000,9721.50,9816.97,9665.35,9777.94,1172600000,0
^DJI,D,20031021,000000,9778.31,9824.90,9697.94,9747.64,1498000000,0
^DJI,D,20031022,000000,9741.98,9741.98,9551.65,9598.24,1647200000,0
^DJI,D,20031023,000000,9597.20,9661.05,9517.50,9613.13,1604300000,0
^DJI,D,20031024,000000,9600.98,9631.50,9463.28,9582.46,1420300000,0
^DJI,D,20031027,000000,9584.54,9696.98,9553.80,9608.16,1371800000,0
^DJI,D,20031028,000000,9609.72,9769.57,9592.54,9748.31,1629200000,0
^DJI,D,20031029,000000,9747.05,9830.23,9663.27,9774.53,1562600000,0
^DJI,D,20031030,000000,9772.01,9882.97,9719.20,9786.61,1629700000,0
^DJI,D,20031031,000000,9786.75,9880.08,9745.94,9801.12,1498900000,0
^DJI,D,20031103,000000,9802.46,9936.31,9792.60,9858.46,1378200000,0
^DJI,D,20031104,000000,9857.49,9905.94,9770.46,9838.83,1417600000,0
^DJI,D,20031105,000000,9837.64,9883.86,9746.98,9820.83,1401800000,0
^DJI,D,20031106,000000,9820.68,9888.90,9738.53,9856.97,1453900000,0
^DJI,D,20031107,000000,9857.12,9945.71,9770.31,9809.79,1440500000,0
^DJI,D,20031110,000000,9807.49,9861.05,9702.46,9756.53,1243600000,0
^DJI,D,20031111,000000,9756.53,9801.21,9673.64,9737.79,1162500000,0
^DJI,D,20031112,000000,9729.50,9882.60,9700.02,9848.83,1349300000,0
^DJI,D,20031113,000000,9846.97,9895.71,9740.53,9837.94,1383000000,0
^DJI,D,20031114,000000,9836.46,9919.19,9709.13,9768.68,1356100000,0
^DJI,D,20031117,000000,9765.64,9775.35,9603.57,9710.83,1374300000,0
^DJI,D,20031118,000000,9711.44,9792.16,9601.35,9624.16,1354300000,0
