Date,Open,High,Low,Close,Volume,Adj Close
2008-10-02,630.52,630.52,601.96,603.39,000,603.39
2008-10-01,634.01,634.03,619.96,630.60,000,630.60
2008-09-30,602.35,634.77,602.35,633.32,000,633.32
2008-09-29,659.69,659.69,602.34,602.34,000,602.34
2008-09-26,658.49,661.09,646.70,659.69,000,659.69
2008-09-25,646.69,664.30,646.69,658.65,000,658.65
2008-09-24,648.54,653.13,643.70,646.79,000,646.79
2008-09-23,658.61,666.05,647.69,648.55,000,648.55
2008-09-22,685.44,685.67,657.91,658.61,000,658.61
2008-09-19,658.14,689.59,658.14,685.46,000,685.46
2008-09-18,630.69,660.35,618.03,658.18,000,658.18
2008-09-17,661.79,661.79,630.52,630.87,000,630.87
2008-09-16,650.57,662.17,637.57,661.80,000,661.80
2008-09-15,682.72,682.72,650.57,650.57,000,650.57
2008-09-12,680.13,684.32,672.39,682.72,000,682.72
2008-09-11,671.26,680.58,659.94,680.15,000,680.15
2008-09-10,666.74,677.70,664.94,671.52,000,671.52
2008-09-09,666.78,666.78,666.78,666.78,000,666.78
2008-09-08,678.55,695.68,678.55,691.11,000,691.11
2008-09-05,675.57,680.07,664.40,678.65,000,678.65
2008-09-04,695.99,695.99,673.69,675.60,000,675.60
2008-09-03,698.04,699.64,691.14,696.01,000,696.01
2008-09-02,702.14,712.55,695.39,698.35,000,698.35
2008-08-29,711.43,711.43,702.13,702.17,000,702.17
2008-08-28,701.27,711.46,701.16,711.46,000,711.46
2008-08-27,695.34,702.94,694.98,701.27,000,701.27
2008-08-26,692.83,697.65,690.80,695.44,000,695.44
2008-08-25,706.57,706.57,691.79,692.84,000,692.84
2008-08-22,698.88,706.93,698.88,706.57,000,706.57
2008-08-21,697.22,700.96,692.47,698.96,000,698.96
2008-08-20,692.91,698.06,690.22,697.26,000,697.26
2008-08-19,699.35,699.35,690.87,692.95,000,692.95
2008-08-18,709.80,711.10,696.98,699.36,000,699.36
2008-08-15,707.35,712.16,705.94,709.86,000,709.86
2008-08-14,703.33,710.66,698.74,707.42,000,707.42
2008-08-13,704.37,707.38,697.17,703.33,000,703.33
2008-08-12,712.81,712.81,702.45,704.59,000,704.59
2008-08-11,707.90,716.79,705.45,712.84,000,712.84
2008-08-08,692.15,708.60,689.96,707.90,000,707.90
2008-08-07,704.31,704.31,691.17,692.15,000,692.15
2008-08-06,701.05,705.75,696.98,704.37,000,704.37
2008-08-05,682.68,701.33,682.68,701.33,000,701.33
2008-08-04,690.30,690.30,681.81,682.70,000,682.70
2008-08-01,694.07,695.87,687.59,690.31,000,690.31
2008-07-31,703.05,703.34,693.46,694.07,000,694.07
2008-07-30,691.68,703.19,691.68,703.19,000,703.19
2008-07-29,676.13,691.73,676.13,691.73,000,691.73
2008-07-28,688.33,689.78,676.14,676.19,000,676.19
2008-07-25,684.99,690.90,684.99,688.33,000,688.33
2008-07-24,701.89,702.43,684.38,685.00,000,685.00
2008-07-23,699.63,707.11,698.89,701.92,000,701.92
2008-07-22,690.93,699.81,684.64,699.63,000,699.63
2008-07-21,690.20,694.25,688.45,690.93,000,690.93
2008-07-18,690.19,691.26,685.58,690.21,000,690.21
2008-07-17,682.47,691.03,680.29,690.20,000,690.20
2008-07-16,665.98,682.50,663.69,682.50,000,682.50
2008-07-15,673.39,676.57,657.67,666.06,000,666.06
2008-07-14,679.28,687.14,671.32,673.39,000,673.39
2008-07-11,686.25,688.59,671.13,679.28,000,679.28
2008-07-10,681.53,688.71,677.23,686.31,000,686.31
2008-07-09,696.54,699.24,681.44,681.53,000,681.53
2008-07-08,684.65,696.84,678.59,696.61,000,696.61
2008-07-07,690.91,697.02,678.55,684.88,000,684.88
2008-07-03,691.47,695.73,684.95,690.92,000,690.92
2008-07-02,705.40,709.12,691.48,691.48,000,691.48
2008-07-01,703.09,705.55,692.15,705.45,000,705.45
2008-06-30,702.71,708.87,700.71,703.22,000,703.22
2008-06-27,705.29,708.65,699.26,702.71,000,702.71
2008-06-26,726.21,726.41,705.32,705.32,000,705.32
2008-06-25,722.04,733.61,721.99,726.41,000,726.41
2008-06-24,724.99,728.52,717.11,722.04,000,722.04
2008-06-23,725.23,728.54,723.79,725.01,000,725.01
2008-06-20,738.76,738.77,723.31,725.23,000,725.23
2008-06-19,735.99,741.22,732.12,738.77,000,738.77
2008-06-18,743.31,743.32,733.54,736.17,000,736.17
2008-06-17,747.77,751.29,743.01,743.32,000,743.32
2008-06-16,746.97,750.06,742.91,747.78,000,747.78
2008-06-13,735.83,746.97,735.83,746.97,000,746.97
2008-06-12,733.72,743.06,731.31,735.84,000,735.84
2008-06-11,746.17,746.33,733.78,733.78,000,733.78
2008-06-10,748.24,750.77,742.48,746.33,000,746.33
2008-06-09,748.31,753.59,742.55,748.69,000,748.69
2008-06-06,771.35,771.42,748.00,748.34,000,748.34
2008-06-05,756.36,771.43,756.36,771.42,000,771.42
2008-06-04,756.66,762.45,753.53,756.42,000,756.42
2008-06-03,760.65,764.90,752.21,756.66,000,756.66
2008-06-02,768.25,768.28,756.35,760.68,000,760.68
2008-05-30,766.36,770.21,766.36,768.28,000,768.28
2008-05-29,762.28,770.69,761.21,766.37,000,766.37
2008-05-28,758.72,762.61,755.26,762.35,000,762.35
2008-05-27,753.86,759.81,752.28,758.85,000,758.85
2008-05-23,763.60,763.72,752.40,753.87,000,753.87
2008-05-22,761.45,766.17,761.34,763.61,000,763.61
2008-05-21,774.04,777.21,760.65,761.58,000,761.58
2008-05-20,780.78,780.78,771.45,774.09,000,774.09
2008-05-19,780.51,788.34,778.05,780.78,000,780.78
2008-05-16,779.10,780.78,774.31,780.51,000,780.51
2008-05-15,770.76,779.38,769.97,779.12,000,779.12
2008-05-14,767.64,777.24,767.64,770.76,000,770.76
2008-05-13,767.31,769.35,763.57,767.76,000,767.76
2008-05-12,759.17,767.57,757.74,767.43,000,767.43
2008-05-09,761.50,761.50,763.70,759.20,000,759.20
2008-05-08,765.98,765.98,765.98,763.70,000,763.70
2008-05-07,773.77,774.99,774.99,760.61,000,760.61
2008-05-06,768.03,775.78,775.78,773.98,000,773.98
2008-05-05,771.01,772.12,766.21,768.03,000,768.03
2008-05-02,768.55,775.92,766.89,771.02,000,771.02
2008-05-01,755.90,768.84,754.46,768.55,000,768.55
2008-04-30,758.63,766.17,755.24,756.03,000,756.03
2008-04-29,761.89,761.91,756.31,758.67,000,758.67
2008-04-28,762.47,765.35,760.42,761.91,000,761.91
2008-04-25,757.19,763.27,752.61,762.52,000,762.52
2008-04-24,752.38,761.80,747.18,757.19,000,757.19
2008-04-23,750.33,756.68,748.24,752.38,000,752.38
2008-04-22,757.13,757.13,746.98,750.33,000,750.33
2008-04-21,758.19,758.19,752.28,757.13,000,757.13
2008-04-18,745.04,761.28,745.04,758.19,000,758.19
2008-04-17,744.94,746.64,740.51,745.04,000,745.04
2008-04-16,728.12,745.28,728.04,744.94,000,744.94
2008-04-15,724.86,729.82,722.56,728.12,000,728.12
2008-04-14,727.18,728.91,723.64,724.86,000,724.86
2008-04-11,742.15,742.15,726.18,727.18,000,727.18
2008-04-10,738.42,745.49,735.89,742.15,000,742.15
2008-04-09,744.96,746.57,736.10,738.42,000,738.42
2008-04-08,748.36,748.36,742.20,744.96,000,744.96
2008-04-07,747.09,756.09,746.40,748.36,000,748.36
2008-04-04,746.14,752.79,742.92,747.09,000,747.09
2008-04-03,744.75,749.48,739.98,746.14,000,746.14
2008-04-02,745.71,750.27,741.48,744.75,000,744.75
2008-04-01,720.32,745.71,720.29,745.71,000,745.71
2008-03-31,716.15,723.15,714.88,720.32,000,720.32
2008-03-28,721.92,726.84,714.86,716.15,000,716.15
2008-03-27,730.34,732.83,721.86,721.92,000,721.92
2008-03-26,736.61,736.61,727.68,730.34,000,730.34
2008-03-25,734.06,738.88,729.74,736.61,000,736.61
2008-03-24,722.34,739.40,722.34,734.06,000,734.06
2008-03-20,706.01,722.97,703.78,722.34,000,722.34
2008-03-19,723.59,729.47,706.01,706.01,000,706.01
2008-03-18,694.54,723.59,694.52,723.59,000,723.59
2008-03-17,702.31,702.31,684.14,694.54,000,694.54
2008-03-14,717.04,720.34,695.19,702.31,000,702.31
2008-03-13,712.90,720.18,698.29,717.04,000,717.04
2008-03-12,719.00,725.94,712.40,712.90,000,712.90
2008-03-11,693.67,719.00,693.64,719.00,000,719.00
2008-03-10,705.37,705.92,693.29,693.67,000,693.67
2008-03-07,711.62,716.25,699.36,705.37,000,705.37
2008-03-06,728.06,728.06,711.15,711.62,000,711.62
2008-03-05,723.33,733.56,720.81,728.06,000,728.06
2008-03-04,726.80,726.80,712.80,723.33,000,723.33
2008-03-03,725.09,728.84,720.39,726.80,000,726.80
2008-02-29,744.39,746.46,723.60,726.42,000,726.42
2008-02-28,752.84,753.22,744.04,746.46,000,746.46
2008-02-27,753.11,758.01,749.22,753.22,000,753.22
2008-02-26,747.91,757.66,744.62,754.38,000,754.38
2008-02-25,738.25,750.37,735.03,749.12,000,749.12
2008-02-22,732.87,739.04,724.49,738.43,000,738.43
2008-02-21,743.42,746.76,731.13,732.78,000,732.78
2008-02-20,735.29,744.19,729.36,742.27,000,742.27
2008-02-19,738.37,745.76,733.98,736.03,000,736.03
2008-02-15,735.80,736.58,729.86,736.52,000,736.52
2008-02-14,746.14,746.46,735.16,736.09,000,736.09
2008-02-13,737.77,746.96,735.82,746.01,000,746.01
2008-02-12,732.19,743.47,730.97,736.08,000,736.08
2008-02-11,727.01,732.51,720.92,731.33,000,731.33
2008-02-08,729.29,732.18,721.18,726.87,000,726.87
2008-02-07,722.32,734.77,718.09,729.35,000,729.35
2008-02-06,730.67,737.75,722.51,723.70,000,723.70
2008-02-05,750.70,753.43,729.72,729.72,000,729.72
2008-02-04,761.25,761.25,752.79,753.43,000,753.43
2008-02-01,751.09,761.29,750.06,761.15,000,761.15
2008-01-31,736.03,754.87,726.82,750.97,000,750.97
2008-01-30,741.99,754.52,736.75,738.14,000,738.14
2008-01-29,737.94,743.54,735.03,742.10,000,742.10
2008-01-28,722.57,737.33,719.42,737.33,000,737.33
2008-01-25,737.85,744.21,722.59,724.18,000,724.18
2008-01-24,728.00,736.93,725.77,735.22,000,735.22
2008-01-23,710.57,727.47,690.22,727.29,000,727.29
2008-01-22,712.65,719.58,692.74,712.03,000,712.03
2008-01-18,724.67,732.95,712.66,719.58,000,719.58
2008-01-17,746.15,748.28,722.38,723.66,000,723.66
2008-01-16,747.97,755.37,740.13,745.43,000,745.43
2008-01-15,768.72,768.76,749.56,749.70,000,749.70
2008-01-14,762.89,769.67,760.70,768.76,000,768.76
2008-01-11,770.77,771.13,757.44,760.70,000,760.70
2008-01-10,764.65,775.88,757.19,771.13,000,771.13
2008-01-09,755.55,764.90,748.04,764.85,000,764.85
2008-01-08,770.66,777.46,754.72,755.53,000,755.53
2008-01-07,768.58,774.18,763.02,769.82,000,769.82
2008-01-04,786.27,788.05,767.98,768.25,000,768.25
2008-01-03,788.75,795.25,786.26,788.05,000,788.05
2008-01-02,799.73,803.25,785.79,788.62,000,788.62
2007-12-31,803.71,805.05,798.01,799.82,000,799.82
2007-12-28,805.41,809.94,801.50,804.99,000,804.99
2007-12-27,814.69,815.56,803.75,803.99,000,803.99
2007-12-26,814.45,816.25,810.61,815.56,000,815.56
2007-12-24,808.51,815.59,808.49,815.05,000,815.05
2007-12-21,797.07,808.85,795.32,808.50,000,808.50
2007-12-20,792.64,797.00,788.11,795.43,000,795.43
2007-12-19,791.79,796.82,786.92,791.06,000,791.06
2007-12-18,787.56,794.39,781.42,791.76,000,791.76
2007-12-17,798.47,799.40,786.97,787.17,000,787.17
2007-12-14,808.47,810.44,799.36,799.40,000,799.40
2007-12-13,807.92,810.87,800.23,810.44,000,810.44
2007-12-12,808.72,823.49,799.90,809.54,000,809.54
2007-12-11,826.58,830.31,804.50,805.29,000,805.29
2007-12-10,820.63,827.68,820.12,826.41,000,826.41
2007-12-07,821.15,822.93,818.99,820.15,000,820.15
2007-12-06,808.46,821.18,807.06,820.85,000,820.85
2007-12-05,797.88,809.28,796.52,808.46,000,808.46
2007-12-04,799.93,803.70,795.31,796.88,000,796.88
2007-12-03,805.94,806.71,800.85,801.95,000,801.95
2007-11-30,801.28,810.85,800.19,806.44,000,806.44
2007-11-29,798.91,802.32,794.02,800.19,000,800.19
2007-11-28,779.24,801.04,777.23,799.66,000,799.66
2007-11-27,766.52,778.09,766.41,777.46,000,777.46
2007-11-26,783.74,787.11,765.90,766.61,000,766.61
2007-11-23,771.86,784.11,771.17,783.89,000,783.89
2007-11-21,783.00,783.20,770.14,771.25,000,771.25
2007-11-20,780.93,790.54,772.30,783.20,000,783.20
2007-11-19,794.23,794.30,778.83,780.32,000,780.32
2007-11-16,790.66,796.09,786.33,794.30,000,794.30
2007-11-15,799.78,801.76,786.20,790.46,000,790.46
2007-11-14,807.02,812.17,798.59,800.43,000,800.43
2007-11-13,785.47,806.09,783.63,806.00,000,806.00
2007-11-12,792.42,797.97,783.43,783.83,000,783.83
2007-11-09,801.30,804.44,790.06,792.86,000,792.86
2007-11-08,804.29,808.64,790.82,804.44,000,804.44
2007-11-07,826.29,828.18,804.41,804.64,000,804.64
2007-11-06,819.24,828.38,816.68,828.18,000,828.18
2007-11-05,821.83,822.97,811.86,818.35,000,818.35
2007-11-02,823.67,825.15,814.30,823.06,000,823.06
2007-11-01,842.93,842.93,821.71,822.61,000,822.61
2007-10-31,834.88,845.75,833.18,844.20,000,844.20
2007-10-30,839.06,839.09,833.33,834.04,000,834.04
2007-10-29,836.43,841.42,836.02,839.50,000,839.50
2007-10-26,829.10,836.33,825.14,836.13,000,836.13
2007-10-25,826.30,830.13,817.53,825.14,000,825.14
2007-10-24,826.92,828.31,812.19,826.32,000,826.32
2007-10-23,821.95,828.50,819.61,828.31,000,828.31
2007-10-22,817.77,821.95,812.00,821.05,000,821.05
2007-10-19,838.99,838.99,817.64,817.79,000,817.79
2007-10-18,838.63,840.59,834.10,839.00,000,839.00
2007-10-17,840.40,844.56,831.24,839.45,000,839.45
2007-10-16,843.08,843.08,836.76,837.99,000,837.99
2007-10-15,851.05,852.15,839.49,843.70,000,843.70
2007-10-12,847.31,851.52,846.62,850.77,000,850.77
2007-10-11,851.99,858.64,842.40,846.62,000,846.62
2007-10-10,852.23,852.79,847.29,851.24,000,851.24
2007-10-09,845.84,852.33,845.00,852.32,000,852.32
2007-10-08,847.59,848.07,843.47,845.40,000,845.40
2007-10-05,840.25,850.20,839.40,848.07,000,848.07
2007-10-04,838.13,844.60,836.65,839.62,000,839.62
2007-10-03,840.90,846.40,836.20,837.95,000,837.95
2007-10-02,841.54,842.17,838.23,841.74,000,841.74
2007-10-01,830.71,842.54,830.59,841.57,000,841.57
2007-09-28,832.92,834.39,827.98,830.59,000,830.59
2007-09-27,829.71,833.48,829.10,832.95,000,832.95
2007-09-26,825.26,831.09,824.36,829.14,000,829.14
2007-09-25,823.94,825.04,818.91,824.51,000,824.51
